GEOID10,STATE,COUNTY,land_sqmi,dens2010
37087,North Carolina,Haywood,553.69,106.62
37089,North Carolina,Henderson,373.07,286.11
37091,North Carolina,Hertford,353.06,69.87
37093,North Carolina,Hoke,390.74,120.16
37095,North Carolina,Hyde,612.70,9.48
37097,North Carolina,Iredell,573.83,277.85
37099,North Carolina,Jackson,490.75,82.06
37101,North Carolina,Johnston,791.30,213.42
37103,North Carolina,Jones,470.71,21.57
37105,North Carolina,Lee,254.96,226.96
37107,North Carolina,Lenoir,400.59,148.52
37109,North Carolina,Lincoln,297.94,262.69
37111,North Carolina,McDowell,440.61,102.12
37113,North Carolina,Macon,515.56,65.80
37115,North Carolina,Madison,449.57,46.19
37117,North Carolina,Martin,461.22,53.13
37119,North Carolina,Mecklenburg,523.84,1755.54
37121,North Carolina,Mitchell,221.42,70.36
37123,North Carolina,Montgomery,491.76,56.53
37125,North Carolina,Moore,697.84,126.46
37127,North Carolina,Nash,540.41,177.35
37129,North Carolina,New Hanover,191.53,1058.12
37131,North Carolina,Northampton,536.59,41.18
37133,North Carolina,Onslow,762.74,233.07
37135,North Carolina,Orange,397.96,336.22
37137,North Carolina,Pamlico,336.54,39.06
37139,North Carolina,Pasquotank,226.88,179.22
37141,North Carolina,Pender,869.79,60.03
37143,North Carolina,Perquimans,247.09,54.45
37145,North Carolina,Person,392.32,100.59
37147,North Carolina,Pitt,651.97,257.91
37149,North Carolina,Polk,237.79,86.25
37151,North Carolina,Randolph,782.52,181.15
37153,North Carolina,Richmond,473.82,98.43
37155,North Carolina,Robeson,949.22,141.35
37157,North Carolina,Rockingham,565.55,165.58
37159,North Carolina,Rowan,511.37,270.70
37161,North Carolina,Rutherford,564.15,120.20
37163,North Carolina,Sampson,944.74,67.14
37165,North Carolina,Scotland,318.84,113.40
37167,North Carolina,Stanly,395.09,153.35
37169,North Carolina,Stokes,448.86,105.60
37171,North Carolina,Surry,532.17,138.44
37173,North Carolina,Swain,528.00,26.48
37175,North Carolina,Transylvania,378.53,87.42
37177,North Carolina,Tyrrell,389.03,11.33
37179,North Carolina,Union,631.52,318.74
37181,North Carolina,Vance,253.52,179.17
37183,North Carolina,Wake,835.22,1078.75
37185,North Carolina,Warren,428.46,48.95
37187,North Carolina,Washington,348.13,38.00
37189,North Carolina,Watauga,312.56,163.42
37191,North Carolina,Wayne,553.09,221.71
37193,North Carolina,Wilkes,754.28,91.93
37195,North Carolina,Wilson,368.17,220.64
37197,North Carolina,Yadkin,334.83,114.70
37199,North Carolina,Yancey,312.60,57.00
38001,North Dakota,Adams,987.62,2.37
38003,North Dakota,Barnes,1491.55,7.42
38005,North Dakota,Benson,1388.71,4.80
38007,North Dakota,Billings,1148.85,0.68
38009,North Dakota,Bottineau,1668.42,3.85
38011,North Dakota,Bowman,1161.81,2.71
38013,North Dakota,Burke,1103.57,1.78
38015,North Dakota,Burleigh,1632.65,49.80
38017,North Dakota,Cass,1764.94,84.86
38019,North Dakota,Cavalier,1488.75,2.68
38021,North Dakota,Dickey,1131.47,4.67
38023,North Dakota,Divide,1260.79,1.64
38025,North Dakota,Dunn,2008.46,1.76
38027,North Dakota,Eddy,630.17,3.78
38029,North Dakota,Emmons,1510.43,2.35
38031,North Dakota,Foster,635.45,5.26
38033,North Dakota,Golden Valley,1000.79,1.68
38035,North Dakota,Grand Forks,1436.38,46.55
38037,North Dakota,Grant,1659.14,1.44
38039,North Dakota,Griggs,708.81,3.41
38041,North Dakota,Hettinger,1132.22,2.19
38043,North Dakota,Kidder,1351.19,1.80
38045,North Dakota,Lamoure,1145.94,3.61
38047,North Dakota,Logan,992.82,2.00
38049,North Dakota,McHenry,1873.95,2.88
38051,North Dakota,McIntosh,974.73,2.88
38053,North Dakota,McKenzie,2760.32,2.30
38055,North Dakota,McLean,2110.88,4.25
38057,North Dakota,Mercer,1042.96,8.08
38059,North Dakota,Morton,1926.27,14.26
38061,North Dakota,Mountrail,1825.30,4.20
38063,North Dakota,Nelson,981.77,3.18
38065,North Dakota,Oliver,722.51,2.55
38067,North Dakota,Pembina,1118.69,6.63
38069,North Dakota,Pierce,1018.60,4.28
38071,North Dakota,Ramsey,1186.85,9.65
38073,North Dakota,Ransom,862.36,6.33
38075,North Dakota,Renville,877.05,2.82
38077,North Dakota,Richland,1435.78,11.37
38079,North Dakota,Rolette,903.08,15.43
38081,North Dakota,Sargent,858.51,4.46
38083,North Dakota,Sheridan,972.38,1.36
38085,North Dakota,Sioux,1094.09,3.80
38087,North Dakota,Slope,1214.92,0.60
38089,North Dakota,Stark,1334.74,18.13
38091,North Dakota,Steele,712.22,2.77
38093,North Dakota,Stutsman,2221.72,9.50
38095,North Dakota,Towner,1024.56,2.19
38097,North Dakota,Traill,861.95,9.42
38099,North Dakota,Walsh,1281.93,8.67
38101,North Dakota,Ward,2013.28,30.63
38103,North Dakota,Wells,1271.05,3.31
38105,North Dakota,Williams,2077.40,10.78
39001,Ohio,Adams,583.87,48.90
39003,Ohio,Allen,402.50,264.18
39005,Ohio,Ashland,422.95,125.64
39007,Ohio,Ashtabula,701.93,144.60
39009,Ohio,Athens,503.60,128.59
39011,Ohio,Auglaize,401.39,114.48
39013,Ohio,Belmont,532.13,132.30
39015,Ohio,Brown,490.02,91.52
39017,Ohio,Butler,467.06,788.19
39019,Ohio,Carroll,394.61,73.07
39021,Ohio,Champaign,428.67,93.54
39023,Ohio,Clark,397.47,348.03
39025,Ohio,Clermont,452.10,436.55
39027,Ohio,Clinton,408.68,102.87
39029,Ohio,Columbiana,531.89,202.75
39031,Ohio,Coshocton,563.91,65.44
39033,Ohio,Crawford,401.79,108.97
39035,Ohio,Cuyahoga,457.19,2799.97
39037,Ohio,Darke,598.10,88.55
39039,Ohio,Defiance,411.46,94.87
39041,Ohio,Delaware,443.10,393.17
39043,Ohio,Erie,251.56,306.41
39045,Ohio,Fairfield,504.41,289.76
39047,Ohio,Fayette,406.36,71.44
39049,Ohio,Franklin,532.19,2186.10
39051,Ohio,Fulton,405.44,105.31
39053,Ohio,Gallia,466.53,66.31
39055,Ohio,Geauga,400.16,233.38
39057,Ohio,Greene,413.73,390.53
39059,Ohio,Guernsey,522.25,76.76
39061,Ohio,Hamilton,405.91,1976.73
39063,Ohio,Hancock,531.36,140.74
39065,Ohio,Hardin,470.40,68.15
39067,Ohio,Harrison,402.34,39.43
39069,Ohio,Henry,416.01,67.82
39071,Ohio,Highland,553.08,78.81
39073,Ohio,Hocking,421.32,69.73
39075,Ohio,Holmes,422.53,100.27
39077,Ohio,Huron,491.49,121.32
39079,Ohio,Jackson,420.30,79.05
39081,Ohio,Jefferson,408.33,170.72
39083,Ohio,Knox,525.49,115.93
39085,Ohio,Lake,227.49,1011.20
39087,Ohio,Lawrence,453.37,137.75
39089,Ohio,Licking,682.50,243.94
39091,Ohio,Logan,458.43,100.03
39093,Ohio,Lorain,491.10,613.63
39095,Ohio,Lucas,340.86,1296.20
39097,Ohio,Madison,465.88,93.23
39099,Ohio,Mahoning,411.62,580.20
39101,Ohio,Marion,403.76,164.71
39103,Ohio,Medina,421.36,408.99
39105,Ohio,Meigs,430.10,55.27
39107,Ohio,Mercer,462.45,88.26
39109,Ohio,Miami,406.58,252.12
39111,Ohio,Monroe,455.72,32.13
39113,Ohio,Montgomery,461.55,1159.46
39115,Ohio,Morgan,416.42,36.15
39117,Ohio,Morrow,406.08,85.76
39119,Ohio,Muskingum,664.58,129.52
39121,Ohio,Noble,398.01,36.80
39123,Ohio,Ottawa,254.92,162.52
39125,Ohio,Paulding,416.44,47.10
39127,Ohio,Perry,407.97,88.38
39129,Ohio,Pickaway,501.32,111.10
39131,Ohio,Pike,440.28,65.21
39133,Ohio,Portage,487.38,331.20
39135,Ohio,Preble,424.12,99.67
39137,Ohio,Putnam,482.52,71.50
39139,Ohio,Richland,495.27,251.33
39141,Ohio,Ross,689.19,113.27
39143,Ohio,Sandusky,408.45,149.21
39145,Ohio,Scioto,610.21,130.28
39147,Ohio,Seneca,551.02,102.98
39149,Ohio,Shelby,407.68,121.23
39151,Ohio,Stark,575.27,652.89
39153,Ohio,Summit,412.75,1312.62
39155,Ohio,Trumbull,618.30,340.15
39157,Ohio,Tuscarawas,567.64,163.10
39159,Ohio,Union,431.73,121.14
39161,Ohio,Van Wert,409.16,70.25
39163,Ohio,Vinton,412.36,32.58
39165,Ohio,Warren,401.31,529.99
39167,Ohio,Washington,631.97,97.75
39169,Ohio,Wayne,554.93,206.37
39171,Ohio,Williams,420.97,89.42
39173,Ohio,Wood,617.20,203.32
39175,Ohio,Wyandot,406.86,55.58
40001,Oklahoma,Adair,573.48,39.55
40003,Oklahoma,Alfalfa,866.45,6.51
40005,Oklahoma,Atoka,975.52,14.54
40007,Oklahoma,Beaver,1814.67,3.11
40009,Oklahoma,Beckham,901.81,24.53
40011,Oklahoma,Blaine,928.42,12.86
40013,Oklahoma,Bryan,904.47,46.90
40015,Oklahoma,Caddo,1278.29,23.16
40017,Oklahoma,Canadian,896.63,128.86
40019,Oklahoma,Carter,822.18,57.84
40021,Oklahoma,Cherokee,749.41,62.70
40023,Oklahoma,Choctaw,770.36,19.74
40025,Oklahoma,Cimarron,1834.74,1.35
40027,Oklahoma,Cleveland,538.77,474.70
40029,Oklahoma,Coal,516.68,11.47
40031,Oklahoma,Comanche,1069.29,116.06
40033,Oklahoma,Cotton,632.65,9.79
40035,Oklahoma,Craig,761.35,19.74
40037,Oklahoma,Creek,950.14,73.64
40039,Oklahoma,Custer,988.82,27.78
40041,Oklahoma,Delaware,738.18,56.20
40043,Oklahoma,Dewey,999.48,4.81
40045,Oklahoma,Ellis,1231.52,3.37
40047,Oklahoma,Garfield,1058.47,57.23
40049,Oklahoma,Garvin,802.12,34.38
40051,Oklahoma,Grady,1100.50,47.64
40053,Oklahoma,Grant,1000.87,4.52
40055,Oklahoma,Greer,639.32,9.76
40057,Oklahoma,Harmon,537.19,5.44
40059,Oklahoma,Harper,1039.02,3.55
40061,Oklahoma,Haskell,576.52,22.15
40063,Oklahoma,Hughes,804.65,17.40
40065,Oklahoma,Jackson,802.65,32.95
40067,Oklahoma,Jefferson,758.83,8.53
40069,Oklahoma,Johnston,642.94,17.04
40071,Oklahoma,Kay,919.73,50.63
40073,Oklahoma,Kingfisher,898.16,16.74
40075,Oklahoma,Kiowa,1015.23,9.30
40077,Oklahoma,Latimer,722.08,15.45
40079,Oklahoma,Le Flore,1589.21,31.70
40081,Oklahoma,Lincoln,952.31,35.99
40083,Oklahoma,Logan,743.83,56.26
40085,Oklahoma,Love,514.00,18.33
40087,Oklahoma,McClain,570.70,60.46
40089,Oklahoma,McCurtain,1850.01,17.92
40091,Oklahoma,McIntosh,618.50,32.74
40093,Oklahoma,Major,954.99,7.88
40095,Oklahoma,Marshall,371.08,42.69
40097,Oklahoma,Mayes,655.39,62.95
40099,Oklahoma,Murray,416.46,32.39
40101,Oklahoma,Muskogee,810.45,87.59
40103,Oklahoma,Noble,731.90,15.80
40105,Oklahoma,Nowata,565.78,18.62
40107,Oklahoma,Okfuskee,618.57,19.71
40109,Oklahoma,Oklahoma,708.82,1013.85
40111,Oklahoma,Okmulgee,697.35,57.46
40113,Oklahoma,Osage,2246.36,21.13
40115,Oklahoma,Ottawa,470.82,67.64
40117,Oklahoma,Pawnee,567.95,29.19
40119,Oklahoma,Payne,684.70,112.97
40121,Oklahoma,Pittsburg,1305.46,35.11
40123,Oklahoma,Pontotoc,720.44,52.04
40125,Oklahoma,Pottawatomie,787.67,88.16
40127,Oklahoma,Pushmataha,1395.84,8.29
40129,Oklahoma,Roger Mills,1141.14,3.20
40131,Oklahoma,Rogers,675.63,128.63
40133,Oklahoma,Seminole,632.84,40.27
40135,Oklahoma,Sequoyah,673.27,62.96
40137,Oklahoma,Stephens,870.24,51.76
40139,Oklahoma,Texas,2041.26,10.11
40141,Oklahoma,Tillman,871.13,9.17
40143,Oklahoma,Tulsa,570.25,1058.14
40145,Oklahoma,Wagoner,561.56,130.15
40147,Oklahoma,Washington,415.45,122.70
40149,Oklahoma,Washita,1003.17,11.59
40151,Oklahoma,Woods,1286.45,6.90
40153,Oklahoma,Woodward,1242.40,16.16
41001,Oregon,Baker,3068.36,5.26
41003,Oregon,Benton,675.94,126.61
41005,Oregon,Clackamas,1870.32,201.03
41007,Oregon,Clatsop,829.05,44.68
41009,Oregon,Columbia,657.36,75.07
41011,Oregon,Coos,1596.17,39.50
41013,Oregon,Crook,2979.09,7.04
41015,Oregon,Curry,1627.46,13.74
41017,Oregon,Deschutes,3018.19,52.26
41019,Oregon,Douglas,5036.07,21.38
41021,Oregon,Gilliam,1204.81,1.55
41023,Oregon,Grant,4528.54,1.64
41025,Oregon,Harney,10133.17,0.73
41027,Oregon,Hood River,521.95,42.81
41029,Oregon,Jackson,2783.55,73.00
41031,Oregon,Jefferson,1780.78,12.20
41033,Oregon,Josephine,1639.67,50.44
41035,Oregon,Klamath,5941.05,11.17
41037,Oregon,Lake,8138.98,0.97
41039,Oregon,Lane,4553.12,77.25
41041,Oregon,Lincoln,979.77,46.98
41043,Oregon,Linn,2290.13,50.95
41045,Oregon,Malheur,9887.53,3.17
41047,Oregon,Marion,1182.33,266.71
41049,Oregon,Morrow,2031.61,5.50
41051,Oregon,Multnomah,431.30,1704.94
41053,Oregon,Polk,740.79,101.79
41055,Oregon,Sherman,823.69,2.14
41057,Oregon,Tillamook,1102.58,22.90
41059,Oregon,Umatilla,3215.51,23.60
41061,Oregon,Union,2036.61,12.64
41063,Oregon,Wallowa,3146.19,2.23
41065,Oregon,Wasco,2381.52,10.59
41067,Oregon,Washington,724.23,731.41
41069,Oregon,Wheeler,1714.75,0.84
41071,Oregon,Yamhill,715.86,138.56
42001,Pennsylvania,Adams,518.67,195.51
42003,Pennsylvania,Allegheny,730.07,1675.65
42005,Pennsylvania,Armstrong,653.20,105.54
42007,Pennsylvania,Beaver,434.71,392.30
42009,Pennsylvania,Bedford,1012.30,49.16
42011,Pennsylvania,Berks,856.51,480.37
42013,Pennsylvania,Blair,525.80,241.71
42015,Pennsylvania,Bradford,1147.40,54.58
42017,Pennsylvania,Bucks,604.31,1034.65
42019,Pennsylvania,Butler,788.60,233.15
42021,Pennsylvania,Cambria,688.35,208.73
42023,Pennsylvania,Cameron,396.23,12.83
42025,Pennsylvania,Carbon,381.46,171.05
42027,Pennsylvania,Centre,1109.92,138.74
42029,Pennsylvania,Chester,750.51,664.73
42031,Pennsylvania,Clarion,600.83,66.55
42033,Pennsylvania,Clearfield,1144.72,71.32
42035,Pennsylvania,Clinton,887.98,44.19
42037,Pennsylvania,Columbia,483.11,139.30
42039,Pennsylvania,Crawford,1012.30,87.69
42041,Pennsylvania,Cumberland,545.46,431.57
42043,Pennsylvania,Dauphin,525.05,510.62
42045,Pennsylvania,Delaware,183.84,3040.52
42047,Pennsylvania,Elk,827.36,38.61
42049,Pennsylvania,Erie,799.15,351.08
42051,Pennsylvania,Fayette,790.34,172.84
42053,Pennsylvania,Forest,427.19,18.06
42055,Pennsylvania,Franklin,772.22,193.75
42057,Pennsylvania,Fulton,437.55,33.93
42059,Pennsylvania,Greene,575.95,67.17
42061,Pennsylvania,Huntingdon,874.64,52.49
42063,Pennsylvania,Indiana,827.03,107.47
42065,Pennsylvania,Jefferson,652.43,69.28
42067,Pennsylvania,Juniata,391.35,62.95
42069,Pennsylvania,Lackawanna,459.08,467.10
42071,Pennsylvania,Lancaster,943.81,550.37
42073,Pennsylvania,Lawrence,358.18,254.37
42075,Pennsylvania,Lebanon,361.83,369.14
42077,Pennsylvania,Lehigh,345.17,1012.55
42079,Pennsylvania,Luzerne,890.33,360.45
42081,Pennsylvania,Lycoming,1228.59,94.51
42083,Pennsylvania,McKean,979.20,44.37
42085,Pennsylvania,Mercer,672.57,173.42
42087,Pennsylvania,Mifflin,411.03,113.57
42089,Pennsylvania,Monroe,608.29,279.21
42091,Pennsylvania,Montgomery,483.04,1655.92
42093,Pennsylvania,Montour,130.24,140.25
42095,Pennsylvania,Northampton,369.67,805.40
42097,Pennsylvania,Northumberland,458.37,206.23
42099,Pennsylvania,Perry,551.45,83.36
42101,Pennsylvania,Philadelphia,134.10,11379.49
42103,Pennsylvania,Pike,544.96,105.27
42105,Pennsylvania,Potter,1081.32,16.14
42107,Pennsylvania,Schuylkill,778.63,190.45
42109,Pennsylvania,Snyder,328.71,120.78
42111,Pennsylvania,Somerset,1074.37,72.36
42113,Pennsylvania,Sullivan,449.94,14.29
42115,Pennsylvania,Susquehanna,823.43,52.65
42117,Pennsylvania,Tioga,1133.79,37.03
42119,Pennsylvania,Union,315.98,142.25
42121,Pennsylvania,Venango,674.28,81.54
42123,Pennsylvania,Warren,884.13,47.29
42125,Pennsylvania,Washington,856.99,242.50
42127,Pennsylvania,Wayne,725.60,72.80
42129,Pennsylvania,Westmoreland,1027.55,355.38
42131,Pennsylvania,Wyoming,397.32,71.17
42133,Pennsylvania,York,904.18,481.07
44001,Rhode Island,Bristol,24.16,2064.01
44003,Rhode Island,Kent,168.53,985.94
44005,Rhode Island,Newport,102.39,809.56
44007,Rhode Island,Providence,409.50,1530.32
44009,Rhode Island,Washington,329.23,385.68
45001,South Carolina,Abbeville,490.48,51.82
45003,South Carolina,Aiken,1071.03,149.48
45005,South Carolina,Allendale,408.09,25.53
45007,South Carolina,Anderson,715.43,261.56
45009,South Carolina,Bamberg,393.37,40.64
45011,South Carolina,Barnwell,548.39,41.25
45013,South Carolina,Beaufort,576.28,281.52
45015,South Carolina,Berkeley,1098.86,161.84
45017,South Carolina,Calhoun,381.15,39.81
45019,South Carolina,Charleston,916.09,382.29
45021,South Carolina,Cherokee,392.66,140.94
45023,South Carolina,Chester,580.66,57.07
45025,South Carolina,Chesterfield,799.08,58.49
45027,South Carolina,Clarendon,606.94,57.62
45029,South Carolina,Colleton,1056.49,36.81
45031,South Carolina,Darlington,561.15,122.39
45033,South Carolina,Dillon,404.87,79.19
45035,South Carolina,Dorchester,573.23,238.22
45037,South Carolina,Edgefield,500.41,53.93
45039,South Carolina,Fairfield,686.28,34.91
45041,South Carolina,Florence,799.96,171.11
45043,South Carolina,Georgetown,813.55,73.95
45045,South Carolina,Greenville,785.12,574.72
45047,South Carolina,Greenwood,454.73,153.19
45049,South Carolina,Hampton,559.90,37.67
45051,South Carolina,Horry,1133.90,237.49
45053,South Carolina,Jasper,655.32,37.81
45055,South Carolina,Kershaw,726.56,84.92
45057,South Carolina,Lancaster,549.16,139.58
45059,South Carolina,Laurens,713.80,93.21
45061,South Carolina,Lee,410.18,46.86
45063,South Carolina,Lexington,698.91,375.43
45065,South Carolina,McCormick,359.13,28.49
45067,South Carolina,Marion,489.23,67.58
45069,South Carolina,Marlboro,479.67,60.32
45071,South Carolina,Newberry,630.04,59.53
45073,South Carolina,Oconee,626.33,118.58
45075,South Carolina,Orangeburg,1106.10,83.63
45077,South Carolina,Pickens,496.41,240.17
45079,South Carolina,Richland,757.07,507.89
45081,South Carolina,Saluda,452.78,43.90
45083,South Carolina,Spartanburg,807.93,351.90
45085,South Carolina,Sumter,665.07,161.57
45087,South Carolina,Union,514.17,56.33
45089,South Carolina,Williamsburg,934.16,36.85
45091,South Carolina,York,680.59,332.17
46003,South Dakota,Aurora,708.42,3.83
46005,South Dakota,Beadle,1258.71,13.82
46007,South Dakota,Bennett,1184.71,2.90
46009,South Dakota,Bon Homme,563.70,12.54
46011,South Dakota,Brookings,792.21,40.35
46013,South Dakota,Brown,1712.98,21.33
46015,South Dakota,Brule,817.24,6.43
46017,South Dakota,Buffalo,471.38,4.06
46019,South Dakota,Butte,2249.90,4.49
46021,South Dakota,Campbell,733.68,2.00
46023,South Dakota,Charles Mix,1097.49,8.32
46025,South Dakota,Clark,957.60,3.85
46027,South Dakota,Clay,412.19,33.64
46029,South Dakota,Codington,688.50,39.55
46031,South Dakota,Corson,2469.69,1.64
46033,South Dakota,Custer,1557.00,5.28
46035,South Dakota,Davison,435.56,44.78
46037,South Dakota,Day,1027.87,5.56
46039,South Dakota,Deuel,622.69,7.01
46041,South Dakota,Dewey,2302.49,2.30
46043,South Dakota,Douglas,431.80,6.95
46045,South Dakota,Edmunds,1125.96,3.62
46047,South Dakota,Fall River,1739.92,4.08
46049,South Dakota,Faulk,981.75,2.41
46051,South Dakota,Grant,681.46,10.79
46053,South Dakota,Gregory,1014.96,4.21
46055,South Dakota,Haakon,1810.53,1.07
46057,South Dakota,Hamlin,507.23,11.64
46059,South Dakota,Hand,1436.61,2.39
46061,South Dakota,Hanson,434.51,7.67
46063,South Dakota,Harding,2671.37,0.47
46065,South Dakota,Hughes,741.56,22.95
46067,South Dakota,Hutchinson,812.90,9.03
46069,South Dakota,Hyde,860.52,1.65
46071,South Dakota,Jackson,1863.91,1.63
46073,South Dakota,Jerauld,526.23,3.94
46075,South Dakota,Jones,969.68,1.04
46077,South Dakota,Kingsbury,832.24,6.19
46079,South Dakota,Lake,563.28,19.88
46081,South Dakota,Lawrence,800.04,30.12
46083,South Dakota,Lincoln,577.28,77.65
46085,South Dakota,Lyman,1641.94,2.29
46087,South Dakota,McCook,574.20,9.78
46089,South Dakota,McPherson,1136.64,2.16
46091,South Dakota,Marshall,838.07,5.56
46093,South Dakota,Meade,3470.98,7.33
46095,South Dakota,Mellette,1307.31,1.57
46097,South Dakota,Miner,570.31,4.19
46099,South Dakota,Minnehaha,807.15,209.96
46101,South Dakota,Moody,519.39,12.49
46103,South Dakota,Pennington,2776.55,36.36
46105,South Dakota,Perkins,2870.48,1.04
46107,South Dakota,Potter,861.14,2.70
46109,South Dakota,Roberts,1101.04,9.22
46111,South Dakota,Sanborn,569.32,4.14
46113,South Dakota,Shannon,2093.90,6.49
46115,South Dakota,Spink,1503.93,4.27
46117,South Dakota,Stanley,1444.43,2.05
46119,South Dakota,Sully,1006.82,1.36
46121,South Dakota,Todd,1388.56,6.92
46123,South Dakota,Tripp,1612.45,3.50
46125,South Dakota,Turner,617.06,13.53
46127,South Dakota,Union,460.54,31.27
46129,South Dakota,Walworth,708.63,7.67
46135,South Dakota,Yankton,521.16,43.05
46137,South Dakota,Ziebach,1961.27,1.43
47001,Tennessee,Anderson,337.16,222.83
47003,Tennessee,Bedford,473.64,95.13
47005,Tennessee,Benton,394.14,41.84
47007,Tennessee,Bledsoe,406.42,31.68
47009,Tennessee,Blount,558.71,220.17
47011,Tennessee,Bradley,328.76,301.02
47013,Tennessee,Campbell,480.19,84.79
47015,Tennessee,Cannon,265.64,51.95
47017,Tennessee,Carroll,599.25,47.60
47019,Tennessee,Carter,341.20,168.30
47021,Tennessee,Cheatham,302.44,129.30
47023,Tennessee,Chester,285.74,59.95
47025,Tennessee,Claiborne,434.58,74.12
47027,Tennessee,Clay,236.54,33.23
47029,Tennessee,Cocke,434.57,82.06
47031,Tennessee,Coffee,428.96,123.08
47033,Tennessee,Crockett,265.53,54.93
47035,Tennessee,Cumberland,681.03,82.31
47037,Tennessee,Davidson,504.03,1243.33
47039,Tennessee,Decatur,333.84,35.22
47041,Tennessee,DeKalb,304.35,61.52
47043,Tennessee,Dickson,489.90,101.38
47045,Tennessee,Dyer,512.33,74.83
47047,Tennessee,Fayette,704.79,54.50
47049,Tennessee,Fentress,498.61,36.02
47051,Tennessee,Franklin,554.54,74.03
47053,Tennessee,Gibson,602.74,82.43
47055,Tennessee,Giles,610.93,48.26
47057,Tennessee,Grainger,280.60,80.74
47059,Tennessee,Greene,622.16,110.63
47061,Tennessee,Grundy,360.53,38.01
47063,Tennessee,Hamblen,161.18,388.04
47065,Tennessee,Hamilton,542.43,620.29
47067,Tennessee,Hancock,222.34,30.67
47069,Tennessee,Hardeman,667.77,40.81
47071,Tennessee,Hardin,577.32,45.08
47073,Tennessee,Hawkins,486.97,116.71
47075,Tennessee,Haywood,533.11,35.24
47077,Tennessee,Henderson,520.07,53.39
47079,Tennessee,Henry,562.10,57.52
47081,Tennessee,Hickman,612.50,40.31
47083,Tennessee,Houston,200.29,42.07
47085,Tennessee,Humphreys,530.98,34.91
47087,Tennessee,Jackson,308.32,37.75
47089,Tennessee,Jefferson,274.08,187.56
47091,Tennessee,Johnson,298.47,61.12
47093,Tennessee,Knox,508.22,850.48
47095,Tennessee,Lake,165.78,47.24
47097,Tennessee,Lauderdale,471.99,58.93
47099,Tennessee,Lawrence,617.13,67.84
47101,Tennessee,Lewis,282.09,43.11
47103,Tennessee,Lincoln,570.34,58.49
47105,Tennessee,Loudon,229.22,211.84
47107,Tennessee,McMinn,430.12,121.51
47109,Tennessee,McNairy,562.86,46.33
47111,Tennessee,Macon,307.14,72.44
47113,Tennessee,Madison,557.12,176.43
47115,Tennessee,Marion,498.16,56.68
47117,Tennessee,Marshall,375.46,81.55
47119,Tennessee,Maury,613.14,132.04
47121,Tennessee,Meigs,195.12,60.23
47123,Tennessee,Monroe,635.56,70.05
47125,Tennessee,Montgomery,539.18,319.62
47127,Tennessee,Moore,129.22,49.23
47129,Tennessee,Morgan,522.18,42.11
47131,Tennessee,Obion,544.73,58.39
47133,Tennessee,Overton,433.48,50.94
47135,Tennessee,Perry,414.73,19.08
47137,Tennessee,Pickett,162.98,31.15
47139,Tennessee,Polk,434.68,38.71
47141,Tennessee,Putnam,401.10,180.31
47143,Tennessee,Rhea,315.38,100.86
47145,Tennessee,Roane,360.71,150.21
47147,Tennessee,Robertson,476.29,139.17
47149,Tennessee,Rutherford,619.36,423.99
47151,Tennessee,Scott,532.30,41.76
47153,Tennessee,Sequatchie,265.86,53.08
47155,Tennessee,Sevier,592.50,151.71
47157,Tennessee,Shelby,763.17,1215.51
47159,Tennessee,Smith,314.29,60.98
47161,Tennessee,Stewart,459.33,29.01
47163,Tennessee,Sullivan,413.36,379.38
47165,Tennessee,Sumner,529.45,303.42
47167,Tennessee,Tipton,458.37,133.26
47169,Tennessee,Trousdale,114.19,68.92
47171,Tennessee,Unicoi,186.17,98.37
47173,Tennessee,Union,223.55,85.48
47175,Tennessee,Van Buren,273.42,20.29
47177,Tennessee,Warren,432.68,92.08
47179,Tennessee,Washington,326.46,376.70
47181,Tennessee,Wayne,734.10,23.19
47183,Tennessee,Weakley,580.36,60.34
47185,Tennessee,White,376.67,68.60
47187,Tennessee,Williamson,582.60,314.42
47189,Tennessee,Wilson,570.83,199.70
48001,Texas,Anderson,1062.60,55.01
48003,Texas,Andrews,1500.71,9.85
48005,Texas,Angelina,797.78,108.77
48007,Texas,Aransas,252.07,91.87
48009,Texas,Archer,903.11,10.03
48011,Texas,Armstrong,909.11,2.09
48013,Texas,Atascosa,1219.54,36.83
48015,Texas,Austin,646.51,43.95
48017,Texas,Bailey,826.80,8.67
48019,Texas,Bandera,790.96,25.90
48021,Texas,Bastrop,888.15,83.51
48023,Texas,Baylor,867.48,4.30
48025,Texas,Bee,880.24,36.20
48027,Texas,Bell,1051.02,295.18
48029,Texas,Bexar,1239.82,1383.08
48031,Texas,Blanco,709.25,14.80
48033,Texas,Borden,897.44,0.71
48035,Texas,Bosque,982.98,18.53
48037,Texas,Bowie,885.01,104.59
48039,Texas,Brazoria,1357.70,230.66
48041,Texas,Brazos,585.45,332.83
48043,Texas,Brewster,6183.73,1.49
48045,Texas,Briscoe,900.00,1.82
48047,Texas,Brooks,943.36,7.66
48049,Texas,Brown,944.43,40.35
48051,Texas,Burleson,659.03,26.08
48053,Texas,Burnet,994.26,43.00
48055,Texas,Caldwell,545.26,69.81
48057,Texas,Calhoun,506.84,42.18
48059,Texas,Callahan,899.37,15.06
48061,Texas,Cameron,890.92,455.95
48063,Texas,Camp,195.83,63.33
48065,Texas,Carson,920.22,6.72
48067,Texas,Cass,936.96,32.51
48069,Texas,Castro,894.43,9.01
48071,Texas,Chambers,597.14,58.77
48073,Texas,Cherokee,1052.91,48.29
